,0,1,2,3,4,5,6,7,8,9
744,Baldicio,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",,M,,,LXI_88,1170-08,8,"['LXI_88', 'CCCCXL_401', 'C03', 'C24', 'G528', 'XXVII_56', 'CXXXIII_150', 'CXXXII_149']"
745,Balditio_abbas,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",,M,abbas Avule,,DXXXVIII_499,1202-04-30,1,['DXXXVIII_499']
746,BaldicioBarbaçano,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",de Barbaçano,M,,,CCCCXL_401,1230-04-30,1,['CCCCXL_401']
747,BaldiçonusMandriani,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",filius Mandriani de castro Sarzane,M,,,CCCXLII_304,1232-10-26,1,['CCCXLII_304']
748,BaldicionusParentini,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",Parentini,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
749,BaldicioPonz,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",de Ponzanello,M,,,CXXXIII_150,none,2,"['CXXXIII_150', 'CXXXII_149']"
750,Baldinellus,Baldinellus,,M,,,CCCLXXXVIIII_350,1139-02,9,"['CCCLXXXVIIII_350', 'LXIII_90', 'CCCLXXXVI_347', 'XXIIII_53', 'DXXVII_488', 'CIII_120', 'XXV_54', 'C24', 'G528']"
751,Baldinelluscast,Baldinellus,,M,castaldus,,CIII_120,1188-08-17,1,['CIII_120']
752,BaldinellusAmelia,Baldinellus,de Amelia,M,,,CCCLXXXVIIII_350,1139-02,1,['CCCLXXXVIIII_350']
753,BaldinellusAsceto,Baldinellus,de Asceto / de Ascetulo / de Asketulo,M,,,XXIIII_53,1176-04-13,2,"['XXIIII_53', 'XXV_54']"
754,BaldinellusPorreta,Baldinellus,de Porreta,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
755,Baldinetus,Baldinetus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
756,Baldinottus,Baldinotus / Baldinottus / Baldinoctus,,M,,,XXVI_55,1235-01-01,5,"['XXVI_55', 'XXXXV_73', 'C03', 'G528', 'LI_LII_79']"
757,BaldinotusArcula,Baldinotus / Baldinottus / Baldinoctus,de Arcula,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
758,Baldinotusnot,Baldinotus / Baldinottus / Baldinoctus,,M,notarius,attestato nel 1269,CCXXX_191,1269-02-12,1,['CCXXX_191']
759,BaldinotusCaldovillanus,Baldinotus / Baldinottus / Baldinoctus,Caldovillanus / Caldovillanus de Porticu civitatis Lucane,M,scriba episcopi,Attestato nel 1269.,CVI_123,1269-08-30,3,"['CVI_123', 'DXV_476', 'CXXIIII_141']"
760,BaldinotusCozzo,Baldinotus / Baldinottus / Baldinoctus,de Cozzo,M,consiliarius Sarzane,,XXXVIIII_68,1260-07-30,1,['XXXVIIII_68']
761,BaldinotusMoneta,Baldinotus / Baldinottus / Baldinoctus,de Moneta,M,consiliarius Carrarie,,CCCXII_274,1235-05-22,1,['CCCXII_274']
762,BaldinotusPulica,Baldinotus / Baldinottus / Baldinoctus,de Pulica,M,operarius de curte Sarzane,,CI_118,1212-04-03,1,['CI_118']
763,BaldinotusVallecla,Baldinotus / Baldinottus / Baldinoctus,de Vallecla,M,,,CCCCLXII_423,1203-05-13,1,['CCCCLXII_423']
764,Balditio,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",,M,,,CCCCLXXI_433,1182-01-07,7,"['CCCCLXXI_433', 'CCCLXXIIII_336', 'DXXXVIII_499', 'LXXXXIIII_111', 'CCLXXXIII_245', 'XXVI_55', 'XXVII_56']"
765,BalditioColle,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",de Colle,M,,,CCLXXXIII_245,1205-03-03,1,['CCLXXXIII_245']
766,BaldicioLune,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",de Lune,M,,,LXI_88,1170-08,1,['LXI_88']
767,BalditioSarzana,"Baldicio / Balditio / Balditionus / Baldicionus / Baldiccione / Baldiçonus /
                Baldecio",de Sarzana,M,operarius de curte Sarzane,,LXXXXIIII_111,1202-07-05,1,['LXXXXIIII_111']
768,Balduinetusscut,Balduinetus,,M,scutifer,,CCCCLXV_426,1214-09-01,1,['CCCCLXV_426']
769,Balduinus,Baldoinus / Balduinus / Baldovinus,,M,,,CCLXX_232,1164-04-03,4,"['CCLXX_232', 'XXIIII_53', 'XXVI_55', 'C04']"
770,BaldoinusFaci,Baldoinus / Balduinus / Baldovinus,filius Facii,M,,,CCCCI_362,1235-01-07,1,['CCCCI_362']
771,BaldoinusGuillelmi,Baldoinus / Balduinus / Baldovinus,quondam Guilielmi,M,,,CVIII_125,1235-07-01,1,['CVIII_125']
772,BaldoinusYsole,Baldoinus / Balduinus / Baldovinus,,M,dominus et consors castri Ysole,,CCCCXL_401,1230-04-30,1,['CCCCXL_401']
773,BaldoinusMadragnano,Baldoinus / Balduinus / Baldovinus,de Madragnano,M,,,C03,1273-04-25,2,"['C03', 'G528']"
774,BaldoinusVezano,Baldoinus / Balduinus / Baldovinus,de Vezano,M,dominus de Vezano,,CCCCLXII_423,1203-05-13,4,"['CCCCLXII_423', 'CCCCXXXVIII_399', 'CCCCLXV_426', 'CCCCXXXXII_403']"
775,BaldoinusViviani,Baldoinus / Balduinus / Baldovinus,Viviani / quondam Viviani Pilotti,M,consiliarius Sarzane,,XXXVIIII_68,1260-07-30,2,"['XXXVIIII_68', 'LI_LII_79']"
776,Baldolinus,Baldolinus / Baldulinus,,M,,,CCCXLIII_305,1146-03-09,3,"['CCCXLIII_305', 'CCCXLVIIII_311', 'XXIIII_53']"
777,Baldus,Baldus,,M,,,C03,1273-04-25,2,"['C03', 'LI_LII_79']"
778,Baldus_presbyter,Baldus,,M,capellanus Lunensis,,LI_LII_79,1278-09-03,1,['LI_LII_79']
779,Balianus,Balianus,,M,,,CCCLXXV_337,1199-01-01,3,"['CCCLXXV_337', 'C03', 'G528']"
780,BalianusMiselia,Balianus,de Miselia,M,,,G528,1275-05-01,1,['G528']
781,Banlioncellus,Banlioncellus,de Olivetulo,M,,,CCCCXXV_386,1257-05-21,1,['CCCCXXV_386']
782,BallarinusVirgarolo,Ballarinus, de loco de Virgarolo ,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
783,Ballionus,Ballionus,filius Gibertini Coalimi,M,,,CXVIII_135,1232-08-25,1,['CXVIII_135']
784,Balognanus,Balognanus,,M,,,CCCLXXV_337,1199-01-01,3,"['CCCLXXV_337', 'C24', 'G528']"
785,Balzanus,Balzanus / Balçanus,,M,,,CCLXI_222,1187-11-13,12,"['CCLXI_222', 'CCLVII_218', 'CCXLV_206', 'XXV_54', 'CXLIII_161', 'DXXXX_501', 'CCLXVIII_230', 'CCCCLXII_423', 'CCCCXXXVIII_399', 'CXXXV_152', 'CCCCV_366', 'B02']"
786,BalzanusBenedicti,Balzanus / Balçanus,quondam Benedicti,M,,,CCCCV_366,1257-04-10,1,['CCCCV_366']
787,BalzanusCarpena,Balzanus / Balçanus,de Carpena / de Carpina,M,dominus de Vezano,,CCCCLXII_423,1203-05-13,3,"['CCCCLXII_423', 'CCCCXXXVIII_399', 'B02']"
788,BalzanusCastro,Balzanus / Balçanus,de Castro,M,,,XXV_54,1199-06-29,1,['XXV_54']
789,BalzanusSarzana,Balzanus / Balçanus,de Sarzana,M,,,CCLXI_222,1187-11-13,4,"['CCLXI_222', 'CCLVII_218', 'CCXLV_206', 'CCLXVIII_230']"
790,Bambetus,Bambetus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
791,Bambolus,Bambolus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
792,Bandellus,Bandellus / Bamdellus,,M,,,XXXV_64,1231-03-30,5,"['XXXV_64', 'XXXXV_73', 'C03', 'G528', 'XXVII_56']"
793,Bandiccio,Bandiccio,,M,,,C03,1273-04-25,1,['C03']
794,BandinacusBracelli,Bandinacus,,M,consul de Bracello,,CCCCLXXIIII_436,1221-08-02,1,['CCCCLXXIIII_436']
795,BandinacusPadulvarmo,Bandinacus,de Padulvarmo,M,,,CCCCLXXII_434,1218-08-06,1,['CCCCLXXII_434']
796,BandinetusCastro,Bandinetus,de Castro Sarzane,M,,,CCCLXXVII_339,1232-06-06,1,['CCCLXXVII_339']
797,BandinetusGuilielmi,Bandinetus,quondam Guilielmi,M,consiliarius castri Sarzane,,CXVIII_135,1232-08-25,2,"['CXVIII_135', 'CII_119']"
798,BandinetusGuilielmiRubei,Bandinetus,quondam Guilielmi Rubei,M,,,CXVIII_135,1232-08-25,1,['CXVIII_135']
799,Bandinus,Bandinus / Bamdinus,,M,,,CCLXXXXI_253,1180-01-01,20,"['CCLXXXXI_253', 'CXLIII_161', 'CCCCLVI_417', 'CCCLXVII_329', 'DXXVIIII_490', 'CCCCLXXXXIII_454', 'LXXX_97', 'LIII_80', 'LV_82', 'DXIII_474', 'XXXXV_73', 'XXXVIIII_68', 'CCCCIIII_365', 'C03', 'G528', 'LI_LII_79', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451', 'A01', 'B02']"
800,Bandinus_cons,Bandinus / Bamdinus,,M,consiliarius Sarzane,,none,none,0,[]
801,BandinusAccursi,Bandinus / Bamdinus, filius Accursi Pilli,M,,,C03,1273-04-25,2,"['C03', 'G528']"
802,BandinusBellandi,Bandinus / Bamdinus,quondam Bellandi de Fosdenova,M,,,DXIII_474,1233-07-31,1,['DXIII_474']
803,BandinusCrassus,Bandinus / Bamdinus,Crassus de Pisis,M,,,CCCLXVII_329,1202-06-05,1,['CCCLXVII_329']
804,BandinusÇuccano,Bandinus / Bamdinus,de Çuccano,M,,,C03,1273-04-25,2,"['C03', 'G528']"
805,BandinusFosdenova,Bandinus / Bamdinus,de Fosdenova,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
806,BandinusGaitani,Bandinus / Bamdinus,"flius Gaitani quondam Burgondii / Guaytonus / Gaitani / Gaytani /
                Guaitanum",M,iudex,"Bandino Gaetani, figlio Gaetano di Burgundio, esponente del ceto dirigente pisano
              della prima metà del XIII secolo. Si veda ",CCCCLVI_417,1202-06-04,12,"['CCCCLVI_417', 'DXXVIIII_490', 'CCCCLXXXXIII_454', 'LXXX_97', 'LIII_80', 'LV_82', 'XXXVIIII_68', 'G528', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451', 'A01', 'B02']"
807,BandinusTorgnano,Bandinus / Bamdinus,de Torgnano,M,,,CCCCIIII_365,1263-02-06,1,['CCCCIIII_365']
808,Bandus,Bandus,,M,,,XXV_54,1199-06-29,1,['XXV_54']
809,Banicus,Banicus,,M,,,CCCLXXV_337,1199-01-01,1,['CCCLXXV_337']
810,BapstistaPrignanus,Bapstista,Prignanus / de Prignano/ quondam Petri de Prignano,M,episcopatus Mutine scriba,,E28,1487-08-09,1,['E28']
811,Baracho,Baracho,,M,,,C24,1274-06-22,2,"['C24', 'G528']"
812,BarbaYlice,Barba,de Ylice ,M,,,C04,1279-12-12,1,['C04']
813,Barbaçanus,Barbaçanus,,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
814,Barberius,Barberius,,M,,,C03,1273-04-25,1,['C03']
815,BardellaClausura,Bardella,de Clausura,M,,,C03,1273-04-25,1,['C03']
816,BardellinusViano,Bardellinus,de Viano,M,,,CCXLIIII_205,1259-07-22,1,['CCXLIIII_205']
817,Bardinus,Bardinus,,M,,,C03,1273-04-25,2,"['C03', 'G528']"
818,BardinusSacursii,Bardinus,Sacursii,M,,,C03,1273-04-25,1,['C03']
819,BardiranusCornilione,Bardiranus,de Cornilione,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
820,BardusPodioBonizi,Bardus,de Podio Bonizi,M,,,LXXXI_98,1277-05-13,1,['LXXXI_98']
821,Barellus,Barellus,,M,,,CCXXIII_184,1084-06,2,"['CCXXIII_184', 'XXIIII_53']"
822,BarellusAciliano,Barellus,de Aciliano,M,,,CCXXIII_184,1084-06,1,['CCXXIII_184']
823,Bargionus,Bargionus,,M,,,C24,1274-06-22,2,"['C24', 'G528']"
824,BargionusUraçano ,Bargionus,de Uraçano,M,,,none,none,0,[]
825,Barletta,Barletta,,M,,,XXV_54,1199-06-29,2,"['XXV_54', 'XXVII_56']"
826,BarletusSarzana,Barletus,de Sarzana,M,,,CCCLXXXX_351,1195-12-24,1,['CCCLXXXX_351']
827,Baroccus,Baroccus,,M,,,CCCLXXV_337,1199-01-01,1,['CCCLXXV_337']
828,Baronis,Baronis / Baronus / Barone,,M,,,XXVI_55,1235-01-01,4,"['XXVI_55', 'C03', 'G528', 'XXVII_56']"
829,BaronisNobilino,Baronis / Baronus / Barone,de Nobilino,M,,,XXVI_55,1235-01-01,2,"['XXVI_55', 'XXVII_56']"
830,BaruncellusFosdenova,Baroncellus / Baruncellus,de Fosdenova,M,,,LXXXXVIII_115,1279-04-19,2,"['LXXXXVIII_115', 'LXXXXVIIII_116']"
831,BaroncellusNobelini,Baroncellus / Baruncellus,quondam Nobelini,M,,,CI_118,1212-04-03,1,['CI_118']
832,BaroncinusCozano,Baroncinus,de Cozano,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
833,Barotellus,Barosellus / Barotellus,,M,,,CCCXLVIIII_311,1150-01-01,3,"['CCCXLVIIII_311', 'C03', 'G528']"
834,Bartholomeus_dominus,Bartholomeus / Bertholomeus,,M,dominus hominum Arcole,,XXXXVII_75,1230-09-03,1,['XXXXVII_75']
835,Bartholomeusnot,Bartholomeus / Bertholomeus,,M,sacri palatii notarius,Attivo sotto il vescovo di Luni Pipino e attestato nel 1070,LXI_88,1170-08,3,"['LXI_88', 'CI_118', 'LIII_80']"
836,Bartholomeuspres,Bartholomeus / Bertholomeus,,M,monacus de Cepparana,,CCCLXI_323,1189-03-20,1,['CCCLXI_323']
837,BartholomeusBonacursi,Bartholomeus / Bertholomeus,Bonacursi filius,M,"domini Frederici, Dei gratia Romanorum imperatoris notarius",Attestato in un'autentica non datata.,DXXXXI_502,1186-11-12,1,['DXXXXI_502']
838,BertholomeusBonaventure,Bartholomeus / Bertholomeus,Bonaventure,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
839,BartholomeusFulcerii_notarius,Bartholomeus / Bertholomeus,Fulcerii,M,notarius curie vicarie Lunisiane,Attiestato nel 1259.,LXXXXVII_114,1228-09-24,1,['LXXXXVII_114']
840,BartholomeusPanicali_canonicus,Bartholomeus / Bertholomeus,de Panicali,M,canonicus Lunensis,,XXXVII_66,1259-06-04,2,"['XXXVII_66', 'XXXVIIII_68']"
841,BartholomeusPagani,Bartholomeus / Bertholomeus,quondam Pagani de Massa,M,castellanus de Massa,,CCCCLIIII_415,1212-04-03,4,"['CCCCLIIII_415', 'XXXXVI_74', 'XXXXV_73', 'CCCCLXXXIIII_446']"
842,BartholomeusSarzano,Bartholomeus / Bertholomeus,de Sarzano / de Sarzana,M,nobilis,,DXXXIII_494,1174-02-11,2,"['DXXXIII_494', 'C24']"
843,Bartholottus_prior,Bartholottus,,M,prior ecclese Sancti Andree de Carraria,,D27,1297-11-10,1,['D27']
844,Barus,Barus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
845,Bastardus,Bastardus / Bastardo,,M,,,CCCLXXIII_335,1198-02-12,20,"['CCCLXXIII_335', 'XXV_54', 'LXII_89', 'LXIIII_91', 'DIIII_465', 'LIIII_81', 'CCCLXXXXIIII_355', 'CCCCXIII_374', 'XXVI_55', 'CCCCI_362', 'CCCCLVII_418', 'DXIIII_475', 'CCCCIIII_365', 'C03', 'G528', 'LI_LII_79', 'LXXXXVIII_115', 'LXXXXVIIII_116', 'XXVII_56', 'B02']"
846,BasianusLaude,Basianus,de Laude,M,procurator episcopi Lunensis,,LXXXII_99,1277-04-12,1,['LXXXII_99']
847,BasianusBarbaçano,Basilius ,de Barbaçano,M,,,C03,1273-04-25,1,['C03']
848,Bastardus_becarius,Bastardus / Bastardo,,M,becarius,,C03,1273-04-25,2,"['C03', 'G528']"
849,Bastardus_consul,Bastardus / Bastardo,,M,consul burgi Sarzane,,XXV_54,1199-06-29,2,"['XXV_54', 'LXII_89']"
850,BastardusArmannini,Bastardus / Bastardo,quondam Armannini / Armannini / de Armannino,M,,,XXVI_55,1235-01-01,3,"['XXVI_55', 'CCCCLVII_418', 'XXVII_56']"
851,BastardusBonasore,Bastardus / Bastardo,Bonasore / Bonesere,M,,,C03,1273-04-25,3,"['C03', 'G528', 'XXVII_56']"
852,BastardusBontalenti,Bastardus / Bastardo,Bontalenti,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
853,BastardusBrunetti,Bastardus / Bastardo,Brunetti de Corneta / Bruneti,M,,,C03,1273-04-25,3,"['C03', 'G528', 'XXVII_56']"
854,BastardusDivitia,Bastardus / Bastardo,de Divitia,M,,,XXVI_55,1235-01-01,1,['XXVI_55']
855,BastardusGervasini,Bastardus / Bastardo,Gervasini,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
856,BastardusGuilielmi,Bastardus / Bastardo,quondam Guilielmi,M,,,DIIII_465,1211-08-08,5,"['DIIII_465', 'LIIII_81', 'CCCLXXXXIIII_355', 'CCCCIIII_365', 'B02']"
857,BastardusGuilielmiBlanci,Bastardus / Bastardo,quondam Guilielmi Blanci,M,,,DIIII_465,1211-08-08,4,"['DIIII_465', 'LIIII_81', 'CCCLXXXXIIII_355', 'B02']"
858,BastardusCignano,Bastardus / Bastardo,de Cignano,M,,,CCCCI_362,1235-01-07,1,['CCCCI_362']
859,BastardusGuerrini,Bastardus / Bastardo,Guerrini,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
860,BastardusMallianelli,Bastardus / Bastardo,Mallianelli,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
861,BastardusPerdivicia,Bastardus / Bastardo,Perdivicia,M,,,XXVI_55,1235-01-01,1,['XXVI_55']
862,BastardusPochio,Bastardus / Bastardo,de Pochio,M,,,DXIIII_475,1262-10-02,1,['DXIIII_475']
863,BastardusPontoniarii,Bastardus / Bastardo,quondam Pontonarii,M,,,LXXXXVIII_115,1279-04-19,2,"['LXXXXVIII_115', 'LXXXXVIIII_116']"
864,BastardusSerra,Bastardus / Bastardo,de Serra,M,,,XXVI_55,1235-01-01,1,['XXVI_55']
865,BastardusValentino,Bastardus / Bastardo,de Valentino,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
866,BastardusVeçano,Bastardus / Bastardo,de Veçano,M,,,CCCLXXIII_335,1198-02-12,1,['CCCLXXIII_335']
867,Bastonus_calç,Bastonus,de Sarzana,M,calçolarius,,LXXXXI_108,1181-03-08,1,['LXXXXI_108']
868,BastrodusGranelli,Bastrodus,Granelli,M,,,XXXXV_73,1245-02-28,1,['XXXXV_73']
869,Battallius,Battallius,,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
870,Baudezonus,Baudeçonus / Baudezonus,,M,,,CLVII_175,1275-08-26,1,['CLVII_175']
871,BazanellusVenuti,Bazanellus,quondam Venuti ,M,,,XXXIIII_63,1286-03-19,1,['XXXIIII_63']
872,Bazuchus,Bazuchus,,M,,,CCCLXXIIII_336,1197-05-13,1,['CCCLXXIIII_336']
873,Beaqua,Beaqua,,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
874,Beatrix,Beatrix / Byatrix / Beatrice,,F,,,CCCCXXXXII_403,1230-07-21,11,"['CCCCXXXXII_403', 'XXVI_55', 'CCCLXXVIII_340', 'LXVI_93', 'LXXXXIII_110', 'LXXXXII_109', 'C03', 'C24', 'G528', 'XXVII_56', 'XXXI_60']"
875,BeatrixAcursetti,Beatrix / Byatrix / Beatrice,filia quondam Acursetti,F,,,XXVII_56,1285-01-01,1,['XXVII_56']
876,BeatrixBarbazano,Beatrix / Byatrix / Beatrice,de Barbazano,F,domina,,CCCLXXVIII_340,1235-02-18,1,['CCCLXXVIII_340']
877,BeatrixBernardi,Beatrix / Byatrix / Beatrice,filia quondam Bernardi ferrarii,F,,,LXXXXIII_110,1270-11-21,2,"['LXXXXIII_110', 'LXXXXII_109']"
878,BeatrixBonencontro,Beatrix / Byatrix / Beatrice,de Bonencontro / de Bononcontro,F,,,XXVI_55,1235-01-01,2,"['XXVI_55', 'XXVII_56']"
879,BeatrixBoniohannis,Beatrix / Byatrix / Beatrice,quondam Bonioanis de Sarzana,F,,,LXVI_93,1255-05-16,1,['LXVI_93']
880,BeatriceCanella,Beatrix / Byatrix / Beatrice, de Canella,F,,,C03,1273-04-25,2,"['C03', 'G528']"
881,BeatrixGuilielmi,Beatrix / Byatrix / Beatrice,uxor Guilielmi Blanci de Vezano,F,domina,,CCCCXXXXII_403,1230-07-21,1,['CCCCXXXXII_403']
882,BeatrixIuncte,Beatrix / Byatrix / Beatrice,Iuncte Cancellarii,F,,,XXVII_56,1285-01-01,1,['XXVII_56']
883,ByatriceMartini,Beatrix / Byatrix / Beatrice,quondam Martini,F,,,CCCXVI_278,1230-06-01,1,['CCCXVI_278']
884,BeatrixPassavanti,Beatrix / Byatrix / Beatrice,filia quondam Passavanti,F,,,XXVII_56,1285-01-01,1,['XXVII_56']
885,BeatrixSamtolone,Beatrix / Byatrix / Beatrice,Samtolone,F,,,XXVII_56,1285-01-01,1,['XXVII_56']
886,BeatrixTedeschina,Beatrix / Byatrix / Beatrice,de Tedeschina,F,,,XXVI_55,1235-01-01,1,['XXVI_55']
887,BeatrixToscana,Beatrix / Byatrix / Beatrice,,F,,"Beatrice di Lorena, marchesa e duchessa di Toscana, figlia di Federico, duca
              dell'Alta Lotaringia, e di Matilde, figlia di Ermanno II duca di Svevia e di Gerberga
              figlia di Corrado re di Borgogna (",XXXI_60,none,1,['XXXI_60']
888,Beatus_cancellarius,Beatus,,M,cancellarius,"Beato, vescovo di Tortona, notaio e cancelliere alla corte di Berengario I re
              d'Italia. Si veda ",XVII_46,0900-05-24,1,['XVII_46']
889,Becatus,Becatus / Beçatus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
890,BeccolusSantAndrea,Beccolus,de Sancto Andrea,M,,,CCCCLXXV_437,1221-08-01,2,"['CCCCLXXV_437', 'CCCCLXXVI_438']"
891,Beccus,Beccus,,M,,,CCCXLVIIII_311,1150-01-01,2,"['CCCXLVIIII_311', 'LI_LII_79']"
892,BeccusLucardini,Beccus,Lucardini,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
893,Becotus,Becotus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
894,Bedonus,Bedonus,,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
895,Befulketus,Befulketus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
896,Begolus,Begolus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
897,Beivinum,Beivinum,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
898,Belardus,Belardus,,M,,,DXIIII_475,1262-10-02,1,['DXIIII_475']
899,Beldie,Beldies / Beldie,,F,,,CCCCVIII_369,1255-01-29,4,"['CCCCVIII_369', 'C03', 'G528', 'XXVII_56']"
900,BeldiesBonavie,Beldies / Beldie,relicta quondam Bonavie,F,,,CCCCVIII_369,1255-01-29,1,['CCCCVIII_369']
901,BeldiesPizolono,Beldies / Beldie,de Pizolono,F,,,C03,1273-04-25,2,"['C03', 'G528']"
902,Belenga,Belenga,,M,,,CCCCLXXVII_439,1221-08-02,1,['CCCCLXXVII_439']
903,BelengiusYsole,Belengius,,M,dominus et consors castri Ysole,,CCCCXL_401,1230-04-30,1,['CCCCXL_401']
904,BelengraBlaçellio,Belengra,de Blaçellio,M,,,CCCCLXXVII_439,1221-08-02,1,['CCCCLXXVII_439']
905,Belerçus,Belerçus,,M,,,CCCXLVI_308,1200-01-01,1,['CCCXLVI_308']
906,Beliarda,Beliarda / Reliarda,,F,,,XXV_54,1199-06-29,3,"['XXV_54', 'XXVI_55', 'XXVII_56']"
907,Bella,Bella,,F,,,CCCXLVIIII_311,1150-01-01,17,"['CCCXLVIIII_311', 'XXIIII_53', 'DVIII_469', 'CCCLXXV_337', 'CI_118', 'CCCCLXXV_437', 'CXLVIIII_167', 'CCCXLII_304', 'XXVI_55', 'C25', 'CCCLXXXI_343', 'LXXXVIIII_106', 'C03', 'G528', 'CCCCIII_364', 'XXVII_56', 'B02']"
908,BellaBalognano,Bella,de Balognano,F,,,C25,1252-07-30,2,"['C25', 'CCCLXXXI_343']"
909,BellaColle,Bella,de Colle,F,,,CCCXLII_304,1232-10-26,1,['CCCXLII_304']
910,BellaMinetti,Bella,uxor quondam Minetti,F,,,C03,1273-04-25,2,"['C03', 'G528']"
911,BellaSerra,Bella,de la Serra,F,,,CCCCIII_364,1283-07-20,1,['CCCCIII_364']
912,Bellacrosa,Bellacrosa,,F,,,CCCLXXV_337,1199-01-01,1,['CCCLXXV_337']
913,Bellafante,Bellafante,,F,,,C03,1273-04-25,1,['C03']
914,Beliana,Beliana,,F,,,CCCLXXV_337,1199-01-01,1,['CCCLXXV_337']
915,Bellandellus,Bellandellus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
916,Bellandinus,Bellandinus,,M,,,XXIIII_53,1176-04-13,8,"['XXIIII_53', 'CXLVIIII_167', 'XXVI_55', 'LXXXVIIII_106', 'C03', 'G528', 'XXVII_56', 'B02']"
917,BellandinusCyceris,Bellandinus,filius quondam Cyceris de Magnano,M,,,CXLVIIII_167,1224-07-14,2,"['CXLVIIII_167', 'B02']"
918,BellandinusGerardi,Bellandinus,filio Gerardi,M,,,LXXXVIIII_106,1257-03-06,1,['LXXXVIIII_106']
919,BellandinusMamiano,Bellandinus,de Mamiano,M,,,C03,1273-04-25,2,"['C03', 'G528']"
920,BellandinusPlaza,Bellandinus,de Plaza,M,,,XXIIII_53,1176-04-13,1,['XXIIII_53']
921,Bellandus,Bellandus,,M,,,CCCXLVIIII_311,1150-01-01,7,"['CCCXLVIIII_311', 'DVIII_469', 'CI_118', 'CCCCLXXV_437', 'C03', 'XXVII_56', 'B02']"
922,BellandusBonomuli,Bellandus,de Arcula filius quondam Bonomuli de Serra,M,,,DVIII_469,1181-02-07,2,"['DVIII_469', 'B02']"
923,BellandusCasavecla,Bellandus,de Casavecla,M,,,CCCCLXXV_437,1221-08-01,2,"['CCCCLXXV_437', 'C03']"
924,BellandusFosdenova,Bellandus,de Fosdenova,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
925,BellandusVitalis,Bellandus,quondam Vitalis escarii,M,operarius de curte Sarzane,,CI_118,1212-04-03,1,['CI_118']
926,Bellaserra,Bellaserra,,F,,,CCCLXXV_337,1199-01-01,1,['CCCLXXV_337']
927,Bellebonus,Bellebonus,,M,vicarius potestatis Sarzane,,XXXXIIII_72,1230-09-03,2,"['XXXXIIII_72', 'XXXXVII_75']"
928,BellecontrusBellosta,Bellecontrus ,Bellosta,M,,,C03,1273-04-25,2,"['C03', 'G528']"
929,Bellenzonus,Bellenzonus,,M,,,CCCXLVIIII_311,1150-01-01,1,['CCCXLVIIII_311']
930,BelleratusCorneta,Belleratus ,de Corneta,M,,,C03,1273-04-25,2,"['C03', 'G528']"
