,0,1,2,3,4,5,6,7,8,9
5314,Normanninusiud,Normanninus,,M,"iudex, assessor, vicarius pro episcopo","Attestato come giudice e vicario per il vescovo di Luni dall'8 aprile al 21 agosto
              1269, giudice e assessore in provincia di Lunigiana il 30 agosto 1269.",none,none,0,[]
5315,NormanninusBernanduccisiud,Normanninus,de Bernanducciis de Luca,M,iudex,,CCLXV_227,1265-09-08,11,"['CCLXV_227', 'CCXXX_191', 'CCXXXII_193', 'CCXXXI_192', 'CCCLV_317', 'CXXIII_140', 'CXV_132', 'CXXII_139', 'CVI_123', 'DXV_476', 'CXXIIII_141']"
5316,NormanninusLucaiud,Normanninus,de Luca,M,iudex,,none,none,0,[]
5317,NuciusGuilielmini,Nucius,Guilielmini,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5318,NuciusIucano,Nucius,de Iucano,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
5319,NuciusUgolini,Nucius,Ugolini,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5320,NurusGuidonis,Nurus,Guidonis Bonencontri,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5321,Nuvelonus,Nuvelonus / Nuvellonus / Nivelonus,,M,,,CCCLXXXV_346,1223-04-15,6,"['CCCLXXXV_346', 'CCCCLVIIII_420', 'CCCCLVIII_419', 'CCCCXX_381', 'C13', 'LI_LII_79']"
5322,Nuvelonusfer,Nuvelonus / Nuvellonus / Nivelonus,,M,ferarius,,CCCCXX_381,1257-02-17,1,['CCCCXX_381']
5323,NuvelonusFosdenova,Nuvelonus / Nuvellonus / Nivelonus,de Fosdenova / quondam Fancelli de Fosdenova,M,,,C13,1272-04-03,2,"['C13', 'LI_LII_79']"
5324,NivelonusMicheti,Nuvelonus / Nuvellonus / Nivelonus,Micheti,M,,,C03,1273-04-25,1,['C03']
5325,NuvelonusRollandini,Nuvelonus / Nuvellonus / Nivelonus,filius Rollandini,M,,,CCCCLVIIII_420,1255-05-12,2,"['CCCCLVIIII_420', 'CCCCLVIII_419']"
5326,NivelonusSera,Nuvelonus / Nuvellonus / Nivelonus,de Sera,M,,,C03,1273-04-25,1,['C03']
5327,NuxLune,Nux,de Lune,M,,,CCCXXIIII_286,1070-03-08,1,['CCCXXIIII_286']
5328,Obertus,Obertus,,M,,Per questa forma antroponimica si veda  anche ,L_78,1124-10-18,11,"['L_78', 'LXXXVIII_105', 'LXXXIII_100', 'CCCCLXXXXIIII_455', 'C03', 'G528', 'CCCCLXXXX_451', 'CCCCLXXXVIIII_450', 'CCCCLXXXVIII_450', 'C26', 'E28']"
5329,OchetusAvencia,Ochetus,de Avencia,M,,,CCCXLVIII_310,1235-06-09,1,['CCCXLVIII_310']
5330,Octavianus_cardinalis,Octavianus / Ottaviano,,M,Sanctorum Sergii et Bachi diaconus cardinalis,"Ottaviano dei conti Segni creato cardinale diacono dei SS. Sergio e Bacco nel 1205
              da Innocenzo III. Si veda ",I_30,1148-11-11,2,"['I_30', 'IV_33']"
5331,Octavianus_episcopus,Octavianus / Ottaviano,,M,Hostiensis et Velletrensis episcopus,"Ottaviano, cardinale vescovo suburbicario di Ostia e Velletri dal 1189 al 1206. Si
              veda ",DXXVIII_489,1198-03-16,3,"['DXXVIII_489', 'LVII_84', 'III_32']"
5332,OctoflosDomalfolli,Octoflors / Ottoflors,filius quondam Domalfollis,M,,,CLVIII_176,1253-08-22,5,"['CLVIII_176', 'CLXV_523', 'CLXIII_521', 'CLXIIII_522', 'CLXVI_524']"
5333,Octonellus,Octonellus / Ottonellus,,M,,,CCCXXI_283,1252-02-11,6,"['CCCXXI_283', 'CCCCXXVIIII_390', 'CCCCXXVIII_389', 'CXLIbis_159', 'C03', 'G528']"
5334,OctonellusFloberti,Octonellus / Ottonellus,natus Ponçanini quondam Folberti,M,consul comunis de Ponzanello,,CXLIbis_159,1267-11-30,1,['CXLIbis_159']
5335,OctonellusNoceto,Octonellus / Ottonellus,de Noceto,M,,,CCCXXI_283,1252-02-11,1,['CCCXXI_283']
5336,OctonellusValentini,Octonellus / Ottonellus,quondam Valentini Grassi / quondam Valentini Grassi de Fontanella,M,,,CCCCXXVIIII_390,1266-06-13,2,"['CCCCXXVIIII_390', 'CCCCXXVIII_389']"
5337,OctonusVenuti,Octonus,Venuti,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5338,OdecioYsola,Odecio / Odeto,de Ysola,M,,,CCXXVI_187,1078-06-14,2,"['CCXXVI_187', 'CCXXV_186']"
5339,Odinus,Odinus,,M,,,C12,1273-04-25,1,['C12']
5340,Odo,Odo / Oddo,,M,,,CCCXXIIII_286,1070-03-08,23,"['CCCXXIIII_286', 'CCXXVI_187', 'CCXXV_186', 'CCXXIII_184', 'I_30', 'CCCXLVIIII_311', 'II_31', 'DXXXIIII_495', 'CCCVIII_270', 'CCLVII_218', 'CCCLXXV_337', 'CCCXVI_278', 'CCLIIII_215', 'CCCXXXVI_298', 'CCCXXXV_297', 'CCCLXXVIII_340', 'DXIIII_475', 'CCCCXXXIII_394', 'C03', 'C12', 'C24', 'G528', 'XL_69']"
5341,Odoabbas,Odo / Oddo,,M,abbas de Cepparana,,CCCCXXXIII_394,1269-06-18,2,"['CCCCXXXIII_394', 'XL_69']"
5342,Oddo_becarius,Odo / Oddo,,M,becarius,,none,none,0,[]
5343,Odo_cardinalis,Odo / Oddo,,M,diaconus cardinalis Sancti Georgii ad Velum Aureum,"Ofo Fattiboni o Bonaecasae, cardinale diacono di S. Giorgio al Velabro nel 1130,
              vescovo di Cesena nel 1155, morto prima del 21 dicembre 1162 (",I_30,1148-11-11,2,"['I_30', 'II_31']"
5344,Odopres,Odo / Oddo,,M,presbiter del Calesa,,CCCXVI_278,1230-06-01,1,['CCCXVI_278']
5345,OdoParmapres,Odo / Oddo,de Parma,M,presbyter,,DXXXIIII_495,1184-12-22,1,['DXXXIIII_495']
5346,OdoBibola,Odo / Oddo,de Bibola,M,,,CCXXVI_187,1078-06-14,2,"['CCXXVI_187', 'CCXXV_186']"
5347,OddoBurcione,Odo / Oddo,"de Burcione quondam Lombardelli, pater Bonifacii",M,,,CCCCXXXXVI_407,1220-03-20,2,"['CCCCXXXXVI_407', 'DXXVI_487']"
5348,OddoCangnoli,Odo / Oddo,"Cangnoli, cives Lucanus",M,potestas Sarzavallis et Castrinovi,,LXXXXII_109,1270-11-21,2,"['LXXXXII_109', 'C13']"
5349,OdoCasapoci,Odo / Oddo,de Casapoci,M,,,CCCXXXVI_298,1234-01-22,2,"['CCCXXXVI_298', 'CCCXXXV_297']"
5350,OddoChiausura,Odo / Oddo,de Chiausura,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
5351,OdoMascari,Odo / Oddo,filius Mascari,M,,,CCXXIII_184,1084-06,1,['CCXXIII_184']
5352,Oddobellus_iudex_MI,Oddobellus / Odobellus,Mediolanensis,M,iudex,,DXXX_491,1185-07-29,2,"['DXXX_491', 'XXI_50']"
5353,Odolinus,Oddolinus / Odolinus,,M,,,CCCXLVIIII_311,1150-01-01,6,"['CCCXLVIIII_311', 'CCCVIII_270', 'CCLVII_218', 'CCCLXXVIII_340', 'C03', 'C12']"
5354,Oddolinus_calçolarius,Oddolinus / Odolinus,,M,calçolarius,,LIIII_81,1219-05-01,1,['LIIII_81']
5355,OdolinusColmezano,Oddolinus / Odolinus,de Colmezano ,M,,,C12,1273-04-25,1,['C12']
5356,OdolinusMonte,Oddolinus / Odolinus,de Monte ,M,,,C12,1273-04-25,1,['C12']
5357,OdelbertusEpi,Odelbertus,,M,sancte Lunensis ecclesie episcopus,"Odelberto vescovo di Luni, attestato una sola volta il 24 maggio 900.",XVII_46,0900-05-24,1,['XVII_46']
5358,Odelberti,Odelberti / Oldoberti,de Pontremulo,,,Pr questa forma antroponimica si veda ,none,none,0,[]
5359,OdoSarz,Odo / Oddo,de Sarzana,M,,,CCCXXIIII_286,1070-03-08,1,['CCCXXIIII_286']
5360,Ogerinus,Ogerinus,,M,,,CCCCV_366,1257-04-10,4,"['CCCCV_366', 'C03', 'C24', 'G528']"
5361,OgerinusBaldeçoni,Ogerinus,quondam Baldeçoni,M,,,C24,1274-06-22,1,['C24']
5362,OgerinusMaretima,Ogerinus,de Maretima,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5363,Ogerius_pettenarius,Ogerius,,M,pettenarius,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5364,OgeriusContebono,Ogerius,de Contebono,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
5365,OgeriusCuna,Ogerius,de Cuna,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
5366,OgeriusPropezo,Ogerius,de Propezo,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
5367,OlgeriusAldeberti,Olgerius,de Pontremulo quondam Aldeberti,M,arbiter,,CCCCX_371,1197-01-23,1,['CCCCX_371']
5368,Olivectus,Olivectus,,M,,,CCCCV_366,1257-04-10,1,['CCCCV_366']
5369,Oliverius,Oliverius / Uliverius / Olivarius,,M,,,CCCXLIII_305,1146-03-09,25,"['CCCXLIII_305', 'CCCXLVIIII_311', 'CCCLIIII_316', 'CCCXXVI_288', 'CCCCLXXXXI_452', 'CCCLXXV_337', 'XXXXIII_71', 'CI_118', 'LIIII_81', 'CCCLXXXXIII_354', 'CCCCXL_401', 'CCCLXXX_342', 'CXVIIII_136', 'CXI_128', 'XXVI_55', 'CXII_129', 'CCCLXXVIIII_341', 'XXXXV_73', 'C25', 'CCCLXXXI_343', 'C03', 'C24', 'G528', 'XXVII_56', 'A01']"
5370,Olivariuspres,Oliverius / Uliverius / Olivarius,,M,"presbiter, cappellanus Lunensis episcopi",,DXXVII_488,1181-04-16,1,['DXXVII_488']
5371,OliveriusAmice,Oliverius / Uliverius / Olivarius,Amice,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5372,OliveriusBarbazano,Oliverius / Uliverius / Olivarius,de Barbazano de Lamica,M,,,CCCLXXVIIII_341,1237-01-26,3,"['CCCLXXVIIII_341', 'C24', 'A01']"
5373,OliveriusBarbazano2,Oliverius / Uliverius / Olivarius,de Barbaçano quondam Ottonelli,M,,,C24,1274-06-22,1,['C24']
5374,OliveriusBlarono,Oliverius / Uliverius / Olivarius,de Blarono / de Barono,M,,,CCCLXXV_337,1199-01-01,3,"['CCCLXXV_337', 'C24', 'G528']"
5375,OliveriusCaciaguerra,Oliverius / Uliverius / Olivarius,Caciaguerra,M,,,none,none,0,[]
5376,OliveriusCala,Oliverius / Uliverius / Olivarius,de la Cala,M,,,CCCLXXV_337,1199-01-01,2,"['CCCLXXV_337', 'CCCLXXVIIII_341']"
5377,OliveriusCanaleIannis,Oliverius / Uliverius / Olivarius,de Canale Iannis,M,operarius de curte Sarzane,,CI_118,1212-04-03,2,"['CI_118', 'CXI_128']"
5378,OliveriusÇanfurno,Oliverius / Uliverius / Olivarius,de Çanfurno,M,,,LIIII_81,1219-05-01,1,['LIIII_81']
5379,OliveriusClausurella,Oliverius / Uliverius / Olivarius,"de Clausurella, gener quondam Mocii de Paternulo",M,,,XXXXIII_71,1203-11-11,1,['XXXXIII_71']
5380,OliveriusCornaricta,Oliverius / Uliverius / Olivarius,Cornaricta,M,,,XXVI_55,1235-01-01,1,['XXVI_55']
5381,OliveriusDonna,Oliverius / Uliverius / Olivarius,de Donna,M,,,C24,1274-06-22,2,"['C24', 'G528']"
5382,OliveriusGervaseti,Oliverius / Uliverius / Olivarius,"filius Gervaseti, qui fuit de Gassano",M,,,CCCLXXX_342,1233-01-12,1,['CCCLXXX_342']
5383,OliveriusGhirtone,Oliverius / Uliverius / Olivarius,de Ghirtone / de Ghyttone,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
5384,OliveriusGuittonis,Oliverius / Uliverius / Olivarius,Guittonis,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5385,OliveriusLacola,Oliverius / Uliverius / Olivarius,de Lacola,M,,,C24,1274-06-22,2,"['C24', 'G528']"
5386,OliveriusMilliacia,Oliverius / Uliverius / Olivarius,de Milliacia,M,,,CCCLXXXXIII_354,1226-01-31,1,['CCCLXXXXIII_354']
5387,OliveriusPizolbono,Oliverius / Uliverius / Olivarius,de Pizolbono,M,,,CCCCLXXXXI_452,1196-02-05,1,['CCCCLXXXXI_452']
5388,OliveriusPlaço,Oliverius / Uliverius / Olivarius,de Plaço,M,,,CCCCXL_401,1230-04-30,3,"['CCCCXL_401', 'C03', 'G528']"
5389,OliveriusPul,Oliverius / Uliverius / Olivarius,de Puleca,M,,,CXII_129,1236-08-26,1,['CXII_129']
5390,OliveriusSaladini,Oliverius / Uliverius / Olivarius,Saladini de Mignono,M,,,C03,1273-04-25,1,['C03']
5391,OliveriusTesi,Oliverius / Uliverius / Olivarius,"filius quondam Tesi / nepos Marchesini, quondam Tosi",M,,,CCCLXXV_337,1199-01-01,3,"['CCCLXXV_337', 'C24', 'G528']"
5392,OliveriusValdonica,Oliverius / Uliverius / Olivarius,de Valdonica,M,,,C25,1252-07-30,4,"['C25', 'CCCLXXXI_343', 'C03', 'G528']"
5393,Homodeus,Omodeus / Homodeus,,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5394,OmodeusAldebertini,Omodeus / Homodeus,quondam Aldebertini,M,,,CCLXVI_228,1241-03-03,1,['CCLXVI_228']
5395,HomoducciusGuerrii,Omoduccius / Homoduccius,Guerrii,M,,,D27,1297-11-10,1,['D27']
5396,Oncomus,Oncomus,,M,"magister, canonicus Lunensis ",,CXXXIIII_151,1230-11-02,1,['CXXXIIII_151']
5397,Onorius,Onorius,,M,,Per questa forma antroponimica si veda ,none,none,0,[]
5398,OppecinellusGuidonis,Oppecinellus,filiius Guidonis Mercadri ,M,,,C12,1273-04-25,1,['C12']
5399,OppecinellusHengerami,Oppecinellus,Hengerami,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5400,Opizinus,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",,M,,,CCCLXXV_337,1199-01-01,8,"['CCCLXXV_337', 'CCCCLXXXXII_453', 'CCCCXIII_374', 'CCCCXXXVIIII_400', 'CCXXX_191', 'C03', 'C24', 'G528']"
5401,Opecinusbal,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",,M,balistarius,,CLVI_174,1262-06-04,1,['CLVI_174']
5402,Opecinus_dominus,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",,M,dominus,,B02,1289-09-24,1,['B02']
5403,Opecinusiud,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",,M,consiliarius Sarzane,,CCXLIII_204,1231-04-19,9,"['CCXLIII_204', 'XXXXV_73', 'XXXVII_66', 'XXXVI_65', 'XXXVIIII_68', 'CCCCLXXXII_444', 'C03', 'C24', 'G528']"
5404,OppecinusAmelia,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",de Amelia,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5405,OpecinusAttocanini,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",quondam domini Attocanini de Bibola,M,,,CLXVIII_526,1247-04-07,1,['CLXVIII_526']
5406,OpecinusBernieri,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",Bernerii de Colesino,M,,,CLXIIII_522,1271-04-30,1,['CLXIIII_522']
5407,OppecinusCarentie,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",Carentie,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5408,UppecinusGuilielmi,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus","quondam domini Guilielmi de Castilliono, viri domine Frordoline",M,,,CLXV_523,1271-02-06,5,"['CLXV_523', 'CLXIII_521', 'CLXIIII_522', 'CLXVI_524', 'B02']"
5409,OpicinusMalaspina,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus / Oppiçus",Malaspina,M,marchio,"Opezzino Malaspina, figlio di Federico dello Spino Secco, nipote di Corrado
              l'Antico.",DXXIII_484,1281-05-06,2,"['DXXIII_484', 'D27']"
5410,OpicinusMoia,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",de Moia,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5411,OppicinusVallechia,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",de Vallechia,M,,,B02,1289-09-24,1,['B02']
5412,OpicinusVia,"Opecinus / Opicinus / Opezinus / Opizinus / Oppecinus / Oppicinus /
                Opechinus / Uppecinus",de Via,M,,,C04,1279-12-12,1,['C04']
5413,Opedonus,Opedonus,,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5414,OpicellusSilvaMaiori,Opicellus,de Silva Maiori,M,,,CCXXIII_184,1084-06,1,['CCXXIII_184']
5415,Opeçus,Opizo / Oppizo / Opeço / Opicho / Oppicço / Opiço,,M,,,CCCCVIIII_370,1075-09-03,4,"['CCCCVIIII_370', 'CCLXXXXV_257', 'C03', 'G528']"
5416,Opichus_canonicus,Opizo / Oppizo / Opeço / Opicho / Oppicço,,M,Lunensis canonicus,,DXXXVI_497,1211-12-19,1,['DXXXVI_497']
5417,Oppizuscus,Opizo / Oppizo / Opeço / Opicho / Oppicço ,,M,"custos, canonicus Lunensis",,LXXXX_107,1200-03-15,6,"['LXXXX_107', 'LXXXVIII_105', 'LXXXXVII_114', 'CCCXVI_278', 'CXXXIIII_151', 'XXXXVI_74']"
5418,OpipzoAldebrandini_notarius,Opizo / Oppizo / Opeço / Opicho / Oppicço,quondam domini Aldebrandi de Pistina,M,"notarius domini Guilielmi de Advocatis de Luca comitis sacri
              palacii",Attestato nel 1286.,XXXII_61,1286-03-16,3,"['XXXII_61', 'XXXIII_62', 'XXXIIII_63']"
5419,OpiçusSeravvallenot,Opizo / Oppizo / Opeço / Opicho / Oppicço,de Seravalle,M,notarius,Attivo nel XIII secolo.,CCCLXXII_334,1279-01-01,1,['CCCLXXII_334']
5420,Opizus_iudex,Opizo / Oppizo / Opeço / Opicho / Oppicço,habitator Sarzane,M, iudex,,LXXXXVIII_115,1279-04-19,1,['LXXXXVIII_115']
5421,Opizuspres,Opizo / Oppizo / Opeço / Opicho / Oppicço,qui moratur Selvaricie,M,presbiter,,CCCXV_277,1255-09-09,1,['CCCXV_277']
5422,OpizusBastardus,Opizo / Oppizo / Opeço / Opicho / Oppicço,dictus Bastardo de Olivola,M,,,CCXLVI_207,1278-03-16,1,['CCXLVI_207']
5423,OpizusBurçiono,Opizo / Oppizo / Opeço / Opicho / Oppicço,de Burçiono / de Burzone / de Burdione,M,canonicus Lunensis,,LVI_83,1201-06-04,2,"['LVI_83', 'CCCCXXXVIII_399']"
5424,OpizusGerardiiud,Opizo / Oppizo / Opeço / Opicho / Oppicço,Gerardi Lealis,M,iudex,,CCLXXXXVIIII_261,1259-02-11,1,['CCLXXXXVIIII_261']
5425,OpizzusGarrixo,Opizo / Oppizo / Opeço / Opicho / Oppicço,de Garrixo,M,,,CCCCLVI_417,1202-06-04,1,['CCCCLVI_417']
5426,OpizzoMalnipote,Opizo / Oppizo / Opeço / Opicho / Oppicço,Malnevothe,M,,"Obizzo Malnipote, obertengo, figlio di Obizzo II e fratello di Alberto detto
              Malaspina",L_78,1124-10-18,1,['L_78']
5427,OpichoNordili,Opizo / Oppizo / Opeço / Opicho / Oppicço,Nordili,M,Lucanus consul,,DXXVIIII_490,1206-07-22,1,['DXXVIIII_490']
5428,OpizusPeregrini,Opizo / Oppizo / Opeço / Opicho / Oppicço,quondam Peregrini de la Padule,M,,,CCCLXXXI_343,1253-12-25,1,['CCCLXXXI_343']
5429,OpizusPili,Opizo / Oppizo / Opeço / Opicho / Oppicço,filius Pili,M,,,CCXXVIIII_190,1182-03-04,1,['CCXXVIIII_190']
5430,Opizusiud,Opizo / Oppizo / Opeço / Opicho / Oppicço,de Sarzana,M,"dominus, iudex",,CCXXX_191,1269-02-12,3,"['CCXXX_191', 'CCCLIII_315', 'CCCXVIII_280']"
5431,OpizusSoleria,Opizo / Oppizo / Opeço / Opicho / Oppicço,de Soleria,M,,,CCLVI_217,1197-11-06,1,['CCLVI_217']
5432,OpiçusVernatio,Opizo / Oppizo / Opeço / Opicho / Oppicço,de Vernatio,M,canonicus Lunensis,,CCCLXI_323,1189-03-20,1,['CCCLXI_323']
5433,Orabene,Orabene,,M,,,C03,1273-04-25,2,"['C03', 'XXVII_56']"
5434,OrabeneFalcinello,Orabene,de Falcinello,M,,,XXVII_56,1285-01-01,1,['XXVII_56']
5435,Oradinus,Oradinus,,M,,Per questa forma antroponimica si veda ,CCCCXXX_391,1224-09-21,7,"['CCCCXXX_391', 'CCCCXXXXII_403', 'CCCCLI_412', 'CCCCLXXXIII_445', 'CCCCLXXXII_444', 'LI_LII_79', 'CCCII_264']"
5436,Oratus,Oratus,,M,,,XXXV_64,1231-03-30,1,['XXXV_64']
5437,OrçolusBrina,Orçolo,de Brina,M,,Forse identificabile con ,B02,1289-09-24,1,['B02']
5438,Origio,Origio,,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5439,OrlandinusMichelis,Orlandinus,quondam Michelis de Potensano de Lunisiana,M,,,CCCCXXXVI_397,1257-01-23,2,"['CCCCXXXVI_397', 'CCCCXXXV_396']"
5440,OrlandinusPorcaria,Orlandinus,de Porcaria,M,,,CCCCLXXXXII_453,1217-07-26,1,['CCCCLXXXXII_453']
5441,OrlandusBortione,Orlandus,de Bortione,M,,,DXXVIIII_490,1206-07-22,1,['DXXVIIII_490']
5442,OrlandusGerardini,Orlandus,quondam Gerardini,M,clericus,,LXXX_97,1218-05-29,1,['LXXX_97']
5443,OrlandusVagus,Orlandus,dictus Vagus,M,clericus,,DLIII_515,1241-10-21,1,['DLIII_515']
5444,Orodus,Orodus,,M,,,XXXXV_73,1245-02-28,1,['XXXXV_73']
5445,Ormannus,Ormannus / Hormannus,,M,,,none,none,0,[]
5446,HormannusOlandini,Ormannus / Hormannus,filius Olandini de Porcario,M,,,LIII_80,1219-03-08,1,['LIII_80']
5447,HormannusVallechia,Ormannus / Hormannus,de Vallechia,M,,,LIII_80,1219-03-08,1,['LIII_80']
5448,OrmannucciusStephani,Ormannuccius / Ormannucius,quondam Stephani de Florencia,M,,,CCCCXXXVI_397,1257-01-23,2,"['CCCCXXXVI_397', 'CCCCXXXV_396']"
5449,Orsellus,Orsellus,,M,,,XXXV_64,1231-03-30,1,['XXXV_64']
5450,Orsettinus,Orsettinus,,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5451,Ortulanus,Ortulanus / Ortolinus,,M,,,XXIIII_53,1176-04-13,2,"['XXIIII_53', 'XXV_54']"
5452,Ortolinus_cocus,Ortulanus / Ortolinus,,M,cocus,,XXIIII_53,1176-04-13,1,['XXIIII_53']
5453,OtbertusOtbertimarchio,Obertus,"filius quondam item Otberti, itemque marchio",M,marchio,"Oberto II marchese della stirpe obertenga, figlio di Oberto I e capostipite della
              linea detta Obertina. Attestato dal 975 (",CCXXIIII_185,0998-07-26,1,['CCXXIIII_185']
5454,Otto,Otto / Otus,,M,,,XVIII_47,0963-05-19,31,"['XVIII_47', 'XVIIII_48', 'CCLXXXXVII_259', 'CCXXIIII_185', 'CCXVIIII_180', 'CCLXXXXVI_258', 'CCXXVI_187', 'CCXXV_186', 'CCCLXVIIII_331', 'DXXX_491', 'XXI_50', 'XXII_51', 'LIII_80', 'CCCCLXXXVeCCCCLXXXVI_447', 'XXXVIII_67', 'XXXVII_66', 'XXXVI_65', 'LXXXV_102', 'XXXVIIII_68', 'CCCCLXXXI_443', 'CCCCXXXIIII_394', 'CCCCXXXIII_394', 'C03', 'C24', 'C10', 'G528', 'XL_69', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451', 'A01', 'B02']"
5455,Otto_episcopusFrisinga,Otto,,,Frisingensis episcopus,"Otto II, vescovo di Frisinga dal 1184 al 1220. Si veda ",XXII_51,1191-02-23,1,['XXII_51']
5456,Otto_imperator,Otto,,,imperator,"Ottone, imperatore del Sacro Romano Impero; attestazione non identificabile con un
              preciso Ottone imperatore in quanto il vescovo di Luni riceve diplomi da Ottone I e da
              Ottone II.",XVIII_47,0963-05-19,12,"['XVIII_47', 'XVIIII_48', 'CCLXXXXVII_259', 'CCXXIIII_185', 'CCXVIIII_180', 'DXXX_491', 'XXI_50', 'XXII_51', 'LIII_80', 'CCCCLXXXXVII_458', 'CCCCLXXXX_451', 'A01']"
5457,Otto_imperator1,Otto,,,magnus et invictissimus imperator augustus,"Ottone I, imperatore del Sacro Romano Impero dal 962 al 973.",XVIII_47,0963-05-19,3,"['XVIII_47', 'XXII_51', 'A01']"
5458,Otto_imperator2,Otto,,,imperator,"Ottone II, imperatore del Sacro Romano Impero dal 973 al 983.",XVIIII_48,0981-07-18,2,"['XVIIII_48', 'A01']"
5459,Otto_imperator3,Otto,,,imperator,"Ottone III, re d'Italia e di Germania dal 983 al 1002 e imperatore del Sacro
              romano impero dal 996 al 1002. ",CCXXIIII_185,0998-07-26,4,"['CCXXIIII_185', 'CCXVIIII_180', 'LIII_80', 'CCCCLXXXX_451']"
5460,OttoBawarie,Otto,,,dux Bawarie,"Ottone I di Wittelsbach, duca di Baviera, nato intorno al 1120, conte palatino,
              fedele partigiano di Federico I imperatore. Morì a Pfullendorf l'11 luglio 1183 come
              da scheda di Ludwig Holzfurtner nel ",CCCLXVIIII_331,1183-06-30,1,['CCCLXVIIII_331']
5461,OttoRonciliolo,Otto,de Ronciliolo,M,,,CCXXVI_187,1078-06-14,2,"['CCXXVI_187', 'CCXXV_186']"
5462,Ottobonuscard,Ottobonus / Octobonus,germanus Percivallis canonici Parmensis,M,Romane curie cardinalis,"Ottobono di Teodisco Fieschi, della famiglia dei conti di Lavagna, nacque
              all'inizio del XIII secolo. Nipote di Innocenzo IV, divenne papa Adriano V l'11 luglio
              1276. Si veda ",CCCCLXXXVeCCCCLXXXVI_447,1254-11-17,12,"['CCCCLXXXVeCCCCLXXXVI_447', 'XXXVIII_67', 'XXXVII_66', 'XXXVI_65', 'LXXXV_102', 'XXXVIIII_68', 'CCCCLXXXI_443', 'C10', 'G528', 'XL_69', 'A01', 'B02']"
5463,Ottonellus,Ottonellus,,M,,,CCCCXXXIIII_394,1269-06-18,5,"['CCCCXXXIIII_394', 'CCCCXXXIII_394', 'C03', 'C24', 'G528']"
5464,Ottonovellus_iudex_PC,Ottonovellus,Placentinus,M,iudex,,XXI_50,1185-07-29,1,['XXI_50']
5465,OttonellusBarbaçano,Ottonellus,de Barbaçano,M,,,C03,1273-04-25,2,"['C03', 'G528']"
5466,OzegnolusSanctoStephano,Ozegnolus,de Sancto Stephano,M,,,CCCCXIII_374,1227-03-14,1,['CCCCXIII_374']
5467,P_prior,P.,prior Sancte Marie Foris Porte Lucane,M,,,DXLVI_508,1239-05-24,1,['DXLVI_508']
5468,Pactucius,Pactucius,,M,,,LI_LII_79,1278-09-03,1,['LI_LII_79']
5469,Padulectus,Padulectus / Paduletus,,M,,,XXVI_55,1235-01-01,3,"['XXVI_55', 'C03', 'G528']"
5470,PadulectusSabbatino,Padulectus,de Sabbatino,M,,,XXVI_55,1235-01-01,1,['XXVI_55']
